"","EntryID.uniprot","Symbol","Synonym","Reviewed","EntryName","ProteinName","Keywords","Location","AntibodyName"
"10826","P43883","Plin2","Adfp Adrp","reviewed","PLIN2_MOUSE","Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP)","Acetylation;Lipid droplet;Membrane;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Membrane {ECO:0000305|PubMed:1518805}; Peripheral membrane protein {ECO:0000305|PubMed:1518805}. Lipid droplet {ECO:0000269|PubMed:12562852, ECO:0000269|PubMed:9392423}.",NA
"10827","Q9DBG5","Plin3","M6prbp1 Tip47","reviewed","PLIN3_MOUSE","Perilipin-3 (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1)","3D-structure;Acetylation;Coiled coil;Cytoplasm;Endosome;Isopeptide bond;Lipid droplet;Membrane;Phosphoprotein;Reference proteome;Transport;Ubl conjugation","SUBCELLULAR LOCATION: Lipid droplet {ECO:0000250|UniProtKB:O60664}. Endosome membrane {ECO:0000250|UniProtKB:O60664}; Peripheral membrane protein {ECO:0000250|UniProtKB:O60664}; Cytoplasmic side {ECO:0000250|UniProtKB:O60664}. Cytoplasm {ECO:0000250|UniProtKB:O60664}. Note=Membrane associated on endosomes. Detected in the envelope and the core of lipid bodies and in lipid sails. {ECO:0000250|UniProtKB:O60664}.",NA
"10828","O88492","Plin4","Kiaa1881","reviewed","PLIN4_MOUSE","Perilipin-4 (Adipocyte protein S3-12)","Alternative splicing;Cell membrane;Cytoplasm;Lipid droplet;Membrane;Phosphoprotein;Reference proteome;Repeat","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9624692}. Cytoplasm {ECO:0000269|PubMed:12840023, ECO:0000269|PubMed:15731108}. Lipid droplet {ECO:0000269|PubMed:12840023, ECO:0000269|PubMed:15731108}. Note=Nascent lipid droplet surface-associated; association with lipid droplets is triacylglycerol synthesis-dependent. {ECO:0000269|PubMed:12840023, ECO:0000269|PubMed:15731108}.",NA
"10829","Q8BVZ1","Plin5","Lsdp5 Mldp Oxpat Pat1","reviewed","PLIN5_MOUSE","Perilipin-5 (Lipid droplet-associated protein PAT-1) (Lipid storage droplet protein 5) (Myocardial LD protein)","Alternative initiation;Cytoplasm;Lipid droplet;Lipid metabolism;Mitochondrion;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:16571721, ECO:0000269|PubMed:17130488, ECO:0000269|PubMed:17234449, ECO:0000269|PubMed:19717842, ECO:0000269|PubMed:23345411}. Cytoplasm {ECO:0000269|PubMed:17234449, ECO:0000269|PubMed:19717842}. Mitochondrion {ECO:0000250|UniProtKB:M0R7Z9}. Note=Lipid droplet surface-associated (PubMed:17234449, PubMed:17130488, PubMed:16571721). Exchanges between lipid droplets and the cytoplasm (PubMed:19717842). {ECO:0000269|PubMed:16571721, ECO:0000269|PubMed:17130488, ECO:0000269|PubMed:17234449, ECO:0000269|PubMed:19717842}.",NA
"10830","Q07832","Plk1","Plk","reviewed","PLK1_MOUSE","Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)","3D-structure;ATP-binding;Cell cycle;Cell division;Centromere;Chromosome;Cytoplasm;Cytoskeleton;Isopeptide bond;Kinase;Kinetochore;Mitosis;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase;Ubl conjugation","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P53350}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:25533956}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P53350}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P53350}. Midbody {ECO:0000250|UniProtKB:P53350}. Note=localization at the centrosome starts at the G1/S transition (By similarity). During early stages of mitosis, the phosphorylated form is detected on centrosomes and kinetochores. Localizes to the outer kinetochore. Presence of SGO1 and interaction with the phosphorylated form of BUB1 is required for the kinetochore localization. Localizes onto the central spindle by phosphorylating and docking at midzone proteins KIF20A/MKLP2 and PRC1 (By similarity). Colocalizes with FRY to separating centrosomes and spindle poles from prophase to metaphase in mitosis, but not in other stages of the cell cycle (By similarity). Localization to the centrosome is required for S phase progression (By similarity). Colocalizes with HSF1 at the spindle poles during prometaphase (By similarity). {ECO:0000250|UniProtKB:P53350}.",NA
"10831","P53351","Plk2","Snk","reviewed","PLK2_MOUSE","Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (Serine/threonine-protein kinase SNK) (Serum-inducible kinase)","ATP-binding;Cell projection;Cytoplasm;Cytoskeleton;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase;Tumor suppressor","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Note=Localizes to centrosomes during early G1 phase where it only associates to the mother centriole and then distributes equally to both mother and daughter centrioles at the onset of S phase. {ECO:0000250}.",NA
"10832","Q60806","Plk3","Cnk Fnk","reviewed","PLK3_MOUSE","Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3)","Alternative splicing;Apoptosis;ATP-binding;Cell cycle;Cytoplasm;Cytoskeleton;DNA damage;Golgi apparatus;Kinase;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}. Golgi apparatus {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Note=Translocates to the nucleus upon cisplatin treatment. Localizes to the Golgi apparatus during interphase (By similarity). {ECO:0000250}.",NA
"10833","Q64702","Plk4","Sak Stk18","reviewed","PLK4_MOUSE","Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)","3D-structure;Acetylation;Alternative splicing;ATP-binding;Cytoplasm;Cytoskeleton;Kinase;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:11301255}. Nucleus, nucleolus {ECO:0000269|PubMed:11301255}. Cleavage furrow {ECO:0000269|PubMed:11301255}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:O00444}. Note=Associates with centrioles throughout the cell cycle. According to PubMed:11301255, it localizes to the nucleolus during G2, to the centrosomes in G2/M, and to the cleavage furrow during cytokinesis. Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles.",NA
"10834","Q4FZD7","Plk5",NA,"reviewed","PLK5_MOUSE","Inactive serine/threonine-protein kinase PLK5 (Polo-like kinase 5) (PLK-5)","ATP-binding;Cell cycle;Cell division;Cytoplasm;Differentiation;Magnesium;Metal-binding;Nucleotide-binding;Nucleus;Reference proteome","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:20100802}. Cytoplasm {ECO:0000250}.",NA
"10835","Q9DCU2","Pllp","Plapi Pmlp Tm4sf11","reviewed","PLLP_MOUSE","Plasmolipin (Plasma membrane proteolipid)","Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.",NA
"10836","P61014","Pln",NA,"reviewed","PPLA_MOUSE","Cardiac phospholamban (PLB)","3D-structure;Acetylation;Endoplasmic reticulum;Lipoprotein;Membrane;Mitochondrion;Palmitate;Phosphoprotein;Reference proteome;Sarcoplasmic reticulum;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26816378, ECO:0000269|PubMed:30733280}; Single-pass membrane protein {ECO:0000255}. Sarcoplasmic reticulum membrane {ECO:0000250|UniProtKB:P26678}; Single-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:A4IFH6}; Single-pass membrane protein {ECO:0000255}. Membrane {ECO:0000269|PubMed:20890288}; Single-pass membrane protein {ECO:0000255}. Note=Colocalizes with HAX1 at the endoplasmic reticulum. Colocalizes with DMPK a the sarcoplasmic reticulum. {ECO:0000250|UniProtKB:P26678}.",NA
"10837","Q9R0E2","Plod1","Plod","reviewed","PLOD1_MOUSE","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)","Dioxygenase;Endoplasmic reticulum;Glycoprotein;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Signal;Vitamin C","SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane; Peripheral membrane protein; Lumenal side.",NA
"10838","Q9R0B9","Plod2",NA,"reviewed","PLOD2_MOUSE","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)","Dioxygenase;Endoplasmic reticulum;Glycoprotein;Iron;Membrane;Metal-binding;Oxidoreductase;Phosphoprotein;Reference proteome;Signal;Vitamin C","SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane; Peripheral membrane protein; Lumenal side.",NA
"10839","Q9R0E1","Plod3",NA,"reviewed","PLOD3_MOUSE","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]","Dioxygenase;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Iron;Manganese;Membrane;Metal-binding;Multifunctional enzyme;Oxidoreductase;Reference proteome;Secreted;Signal;Transferase;Vitamin C","SUBCELLULAR LOCATION: Rough endoplasmic reticulum {ECO:0000250|UniProtKB:O60568}. Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:O60568}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:16447251}; Peripheral membrane protein {ECO:0000305|PubMed:16447251}; Lumenal side {ECO:0000305|PubMed:16447251}. Secreted {ECO:0000269|PubMed:21465473}. Secreted, extracellular space {ECO:0000269|PubMed:16447251}. Note=The majority of the secreted protein is associated with the extracellular matrix. {ECO:0000269|PubMed:16447251}.",NA
"10840","P60202","Plp1","Plp","reviewed","MYPR_MOUSE","Myelin proteolipid protein (PLP) (Lipophilin)","Alternative splicing;Cell membrane;Direct protein sequencing;Disease variant;Disulfide bond;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17634366}; Multi-pass membrane protein {ECO:0000269|PubMed:17634366}. Myelin membrane {ECO:0000269|PubMed:17634366}. Note=Colocalizes with SIRT2 in internodal regions, at paranodal axoglial junction and Schmidt-Lanterman incisures of myelin sheat.",NA
"10841","Q9R1Q7","Plp2",NA,"reviewed","PLP2_MOUSE","Proteolipid protein 2","Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",NA
"10842","Q9Z2Y8","Plpbp","Prosc","reviewed","PLPHP_MOUSE","Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)","Phosphoprotein;Pyridoxal phosphate;Reference proteome",NA,NA
"10843","Q61469","Plpp1","Hpic53 Lpp1 Ppap2a","reviewed","PLPP1_MOUSE","Phospholipid phosphatase 1 (EC 3.1.3.-) (EC 3.1.3.106) (EC 3.1.3.4) (EC 3.6.1.75) (35 kDa PAP) (mPAP) (Hydrogen peroxide-inducible protein 53) (Hic53) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)","Alternative splicing;Cell membrane;Glycoprotein;Hydrolase;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10359651, ECO:0000269|PubMed:17379599, ECO:0000269|PubMed:19215222}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000250|UniProtKB:O14494}; Multi-pass membrane protein {ECO:0000255}. Membrane raft {ECO:0000250|UniProtKB:O14494}; Multi-pass membrane protein {ECO:0000255}. Membrane, caveola {ECO:0000269|PubMed:11535125}; Multi-pass membrane protein {ECO:0000255}.",NA
"10844","Q9DAX2","Plpp2","Lpp2 Ppap2c","reviewed","PLPP2_MOUSE","Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c)","Alternative splicing;Cell membrane;Endoplasmic reticulum;Endosome;Glycoprotein;Hydrolase;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:O43688}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:O43688}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000250|UniProtKB:O43688}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O43688}; Multi-pass membrane protein {ECO:0000255}.",NA
"10845","Q99JY8","Plpp3","Lpp3 Ppap2b","reviewed","PLPP3_MOUSE","Phospholipid phosphatase 3 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b)","Cell membrane;Developmental protein;Direct protein sequencing;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Hydrolase;Lipid metabolism;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16099422, ECO:0000269|PubMed:21319224}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Basolateral cell membrane {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Membrane raft {ECO:0000250|UniProtKB:O14495}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97544}. Note=Cycles between the endoplasmic reticulum and the Golgi. {ECO:0000250|UniProtKB:O14495}.",NA
"10846","Q0VBU9","Plpp4",NA,"reviewed","PLPP4_MOUSE","Phospholipid phosphatase 4 (EC 3.1.3.4) (EC 3.6.1.75)","Hydrolase;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q5VZY2}; Multi-pass membrane protein {ECO:0000255}.",NA
"10847","Q3UMZ3","Plpp5",NA,"reviewed","PLPP5_MOUSE","Phospholipid phosphatase 5 (EC 3.1.3.4) (EC 3.6.1.75)","Alternative splicing;Cell membrane;Hydrolase;Lipid metabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30042348}; Multi-pass membrane protein {ECO:0000269|PubMed:30042348}.",NA
"10848","Q9D4F2","Plpp6",NA,"reviewed","PLPP6_MOUSE","Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6 (EC 3.1.3.-) (EC 3.6.1.-) (EC 3.6.1.68) (Phospholipid phosphatase 6)","Endoplasmic reticulum;Hydrolase;Immunity;Innate immunity;Lipid metabolism;Membrane;Nucleus;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8IY26}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8IY26}. Nucleus envelope {ECO:0000250|UniProtKB:Q8IY26}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q8IY26}.",NA
"10849","Q91WB2","Plpp7","Net39 Ppapdc3","reviewed","PLPP7_MOUSE","Inactive phospholipid phosphatase 7 (Nuclear envelope transmembrane protein 39) (Phosphatidic acid phosphatase type 2 domain-containing protein 3)","Endoplasmic reticulum;Membrane;Nucleus;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Nucleus envelope. Endoplasmic reticulum membrane. Membrane; Multi-pass membrane protein. Note=Both the N- and C-terminal are exposed to the cytoplasm/nucleoplasm.",NA
"10850","Q8BFZ2","Plppr1","Kiaa4247 Lppr1 Prg3","reviewed","PLPR1_MOUSE","Phospholipid phosphatase-related protein type 1 (Inactive 2-lysophosphatidate phosphatase PLPPR1) (Lipid phosphate phosphatase-related protein type 1) (Plasticity-related gene 3 protein) (PRG-3)","Alternative splicing;Cell membrane;Cell projection;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q6WAY2}; Multi-pass membrane protein {ECO:0000255}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q6WAY2}.",NA
"10851","Q8VCY8","Plppr2","Lppr2 Prg4","reviewed","PLPR2_MOUSE","Phospholipid phosphatase-related protein type 2 (Inactive phospholipid phosphatase PLPPR2) (Lipid phosphate phosphatase-related protein type 2) (Plasticity-related gene 4 protein) (PRG-4)","Alternative splicing;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.",NA
"10852","Q7TPB0","Plppr3","Kiaa4076 Lppr3 Prg2","reviewed","PLPR3_MOUSE","Phospholipid phosphatase-related protein type 3 (Inactive phospholipid phosphatase PLPPR3) (Lipid phosphate phosphatase-related protein type 3) (Plasticity-related gene 2 protein) (PRG-2)","Alternative splicing;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"10853","Q7TME0","Plppr4","D3Bwg0562e Kiaa0455 Lppr4 Php1 Prg1","reviewed","PLPR4_MOUSE","Phospholipid phosphatase-related protein type 4 (Brain-specific phosphatidic acid phosphatase-like protein 1) (Inactive 2-lysophosphatidate phosphatase PLPPR4) (Lipid phosphate phosphatase-related protein type 4) (Plasticity-related gene 1 protein) (PRG-1)","Cell membrane;Glycoprotein;Membrane;Phosphoprotein;Postsynaptic cell membrane;Reference proteome;Synapse;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Postsynaptic density membrane {ECO:0000269|PubMed:19766573, ECO:0000269|PubMed:26671989}; Multi-pass membrane protein {ECO:0000255}.",NA
"10854","Q8BJ52","Plppr5","Lppr5","reviewed","PLPR5_MOUSE","Phospholipid phosphatase-related protein type 5 (Lipid phosphate phosphatase-related protein type 5) (Plasticity-related gene 5 protein) (PRG-5)","Alternative splicing;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20032306}; Multi-pass membrane protein {ECO:0000255}.",NA
"10855","Q922V4","Plrg1",NA,"reviewed","PLRG1_MOUSE","Pleiotropic regulator 1","Acetylation;mRNA processing;mRNA splicing;Nucleus;Phosphoprotein;Reference proteome;Repeat;Spliceosome;WD repeat","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43660}. Nucleus speckle {ECO:0000250|UniProtKB:O43660}.",NA
"10856","Q3V0K9","Pls1",NA,"reviewed","PLSI_MOUSE","Plastin-1","Acetylation;Actin-binding;Calcium;Cell projection;Cytoplasm;Metal-binding;Phosphoprotein;Reference proteome;Repeat","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection, stereocilium {ECO:0000269|PubMed:25124451, ECO:0000269|PubMed:27811163}.",NA
"10857","Q99K51","Pls3",NA,"reviewed","PLST_MOUSE","Plastin-3 (T-plastin)","Actin-binding;Calcium;Cytoplasm;Direct protein sequencing;Metal-binding;Phosphoprotein;Reference proteome;Repeat","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA
"10858","Q9JJ00","Plscr1","Tra1b Tras1","reviewed","PLS1_MOUSE","Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Mg(2+)-dependent nuclease) (EC 3.1.-.-) (Transplantability-associated protein 1) (NOR1) (TRA1)","Calcium;Cell membrane;Chromosomal rearrangement;Cytoplasm;DNA-binding;Hydrolase;Lipid transport;Lipoprotein;Membrane;Nuclease;Nucleus;Palmitate;Phosphoprotein;Reference proteome;Repeat;SH3-binding;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O15162}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O15162}. Cell membrane {ECO:0000250|UniProtKB:O15162}; Lipid-anchor {ECO:0000250|UniProtKB:O15162}; Cytoplasmic side. Nucleus {ECO:0000250|UniProtKB:O15162}. Cytoplasm {ECO:0000250|UniProtKB:O15162}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:O15162}. Note=Localizes to the perinuclear region in the presence of RELT. Palmitoylation regulates its localization to the cell membrane or the nucleus; trafficking to the cell membrane is dependent upon palmitoylation whereas in the absence of palmitoylation, localizes to the nucleus. {ECO:0000250|UniProtKB:O15162}.",NA
"10859","Q9DCW2","Plscr2",NA,"reviewed","PLS2_MOUSE","Phospholipid scramblase 2 (PL scramblase 2) (Ca(2+)-dependent phospholipid scramblase 2)","Calcium;Lipoprotein;Membrane;Metal-binding;Palmitate;Phosphoprotein;Reference proteome;Repeat;SH3-binding;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.",NA
"10860","Q9JIZ9","Plscr3",NA,"reviewed","PLS3_MOUSE","Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)","Apoptosis;Calcium;Lipid transport;Lipoprotein;Membrane;Mitochondrion;Mitochondrion inner membrane;Nucleus;Palmitate;Reference proteome;Repeat;SH3-binding;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:21785166}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q6QBQ4}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q6QBQ4}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q6QBQ4}. Nucleus {ECO:0000269|PubMed:21785166}. Note=Palmitoylation regulates its localization to the cell membrane or the nucleus; trafficking to the cell membrane is dependent upon palmitoylation whereas in the absence of palmitoylation, localizes to the nucleus. {ECO:0000269|PubMed:21785166}.",NA
"10861","P58196","Plscr4",NA,"reviewed","PLS4_MOUSE","Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4)","Calcium;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.",NA
"10862","P55065","Pltp",NA,"reviewed","PLTP_MOUSE","Phospholipid transfer protein (Lipid transfer protein II)","Disulfide bond;Glycoprotein;Lipid transport;Nucleus;Reference proteome;Secreted;Signal;Transport","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P55058}. Nucleus {ECO:0000250|UniProtKB:P55058}. Note=Nuclear export is XPO1/CRM1-dependent. {ECO:0000250|UniProtKB:P55058}.",NA
"10863","Q91VC4","Plvap","Pv1","reviewed","PLVAP_MOUSE","Plasmalemma vesicle-associated protein (MECA-32 antigen) (Plasmalemma vesicle protein 1) (PV-1)","3D-structure;Cell membrane;Coiled coil;Cytoplasm;Glycoprotein;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Membrane, caveola {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9WV78}. Note=Membrane-associated protein of caveolae. Found in fenestral and stomatal diaphragms in fenestrated endothelia and transendothelial channels. Also colocalized with CAV1 in perinuclear region. {ECO:0000250|UniProtKB:Q9WV78}.",NA
"10864","Q91ZV7","Plxdc1","Tem7","reviewed","PLDX1_MOUSE","Plexin domain-containing protein 1 (Tumor endothelial marker 7)","Alternative splicing;Cell junction;Cell membrane;Glycoprotein;Membrane;Proteoglycan;Reference proteome;Secreted;Signal;Tight junction;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, tight junction {ECO:0000250}. Secreted {ECO:0000250|UniProtKB:Q8IUK5}. Note=Localized predominantly at the tight junctions of vascular endothelial cells and to a lesser extent at the luminal surface of vascular endothelial cells. {ECO:0000250}.",NA
"10865","Q9DC11","Plxdc2","Tem7r","reviewed","PXDC2_MOUSE","Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)","Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA
"10866","P70206","Plxna1","Kiaa4053","reviewed","PLXA1_MOUSE","Plexin-A1 (Plex 1) (Plexin-1)","3D-structure;Cell membrane;Coiled coil;Disulfide bond;Glycoprotein;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.",NA
"10867","P70207","Plxna2","Kiaa0463","reviewed","PLXA2_MOUSE","Plexin-A2 (Plex 2) (Plexin-2)","3D-structure;Cell membrane;Coiled coil;Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20877282, ECO:0000269|PubMed:20881961}; Single-pass type I membrane protein {ECO:0000269|PubMed:20877282, ECO:0000269|PubMed:20881961}.",NA
